631879	393287	92.982	4332	145	13	1598	5874	722	4949	0.0	8141	5875	4949	84
631879	393287	63.533	617	154	10	1410	2022	1	550	1.54e-170	598	5875	4949	84
631879	393287	65.707	382	79	3	1582	1962	432	762	8.05e-107	387	5875	4949	84
631879	393287	51.435	453	89	5	1568	1913	525	953	9.23e-74	278	5875	4949	84
631879	393287	27.484	473	265	15	451	895	1983	2405	1.85e-25	118	5875	4949	84
631879	393287	25.495	455	290	15	449	885	2433	2856	7.42e-14	79.7	5875	4949	84
631879	393288	84.366	1017	59	6	389	1404	1	918	0.0	1666	5875	978	26
631879	393288	33.212	274	157	6	3102	3353	205	474	4.12e-31	135	5875	978	26
631879	393288	31.295	278	154	9	3598	3851	242	506	1.94e-12	74.3	5875	978	26
631879	382623	88.288	111	0	1	546	656	41	138	2.10e-59	202	5875	138	2
631879	373993	31.604	424	232	13	447	857	1637	2015	1.39e-38	161	5875	4098	25
631879	373993	26.496	468	275	17	2906	3346	1641	2066	7.76e-17	89.4	5875	4098	25
631879	373993	28.333	240	151	5	3529	3751	1779	2014	8.63e-13	76.3	5875	4098	25
631879	373993	30.769	247	142	6	1095	1327	2200	2431	8.70e-13	75.9	5875	4098	25
631879	373993	30.263	152	94	6	2422	2570	2877	3019	3.71e-06	53.9	5875	4098	25
631879	388815	27.729	339	193	7	524	849	91	390	3.72e-21	100	5875	435	12
631879	388815	28.611	360	210	13	2982	3332	107	428	6.04e-18	90.5	5875	435	12
631879	373363	30.522	249	145	6	623	854	267	504	1.51e-20	99.8	5875	546	8
631879	373363	30.502	259	167	7	3086	3336	288	541	8.92e-18	90.9	5875	546	8
631879	388651	29.755	326	174	12	548	854	22	311	1.60e-20	100	5875	699	9
631879	388651	29.771	262	165	8	3086	3336	95	348	5.98e-18	92.0	5875	699	9
631879	372142	29.643	280	169	7	629	894	1764	2029	2.88e-20	100	5875	5983	15
631879	372142	24.295	461	288	12	449	894	3326	3740	7.48e-16	86.3	5875	5983	15
631879	372142	25.050	503	299	15	441	918	413	862	1.54e-13	78.6	5875	5983	15
631879	372142	28.745	247	143	9	3133	3353	1818	2057	4.26e-11	70.5	5875	5983	15
631879	372142	32.474	194	118	6	2422	2610	1313	1498	6.05e-11	70.1	5875	5983	15
631879	372142	26.699	206	128	5	3150	3337	3550	3750	3.67e-08	60.8	5875	5983	15
631879	372142	30.159	189	115	7	2422	2601	4847	5027	5.67e-08	60.1	5875	5983	15
631879	372142	36.697	109	60	2	734	840	5368	5469	2.20e-07	58.2	5875	5983	15
631879	372142	33.333	183	105	7	2436	2608	135	310	5.66e-07	57.0	5875	5983	15
631879	379368	25.597	461	277	13	454	894	1398	1812	3.54e-19	97.1	5875	1911	16
631879	379368	32.642	193	111	8	2416	2601	1102	1282	1.33e-09	65.5	5875	1911	16
631879	379368	25.753	365	230	14	3059	3400	1532	1878	1.24e-06	55.5	5875	1911	16
631879	396089	27.525	396	224	12	461	841	548	895	2.60e-17	90.5	5875	1217	6
631889	394838	96.343	1586	56	2	100	1684	30	1614	0.0	2942	4454	1642	55
631889	394838	47.647	510	236	10	2792	3293	101	587	5.21e-92	334	4454	1642	55
631889	394838	34.106	906	511	25	2420	3294	743	1593	5.22e-71	266	4454	1642	55
631889	394839	96.997	1332	40	0	3122	4453	3	1334	0.0	2538	4454	1334	38
631889	394839	40.000	165	90	3	500	658	13	174	9.36e-17	88.6	4454	1334	38
631889	394839	35.533	197	105	6	1510	1693	13	200	1.07e-11	71.6	4454	1334	38
631889	395942	40.053	2252	1159	64	1156	3341	865	2991	0.0	1105	4454	4739	66
631889	395942	41.430	811	449	11	2520	3319	3531	4326	5.67e-137	486	4454	4739	66
631889	395942	33.466	1258	714	40	920	2118	3537	4730	1.38e-117	422	4454	4739	66
631889	395942	48.771	529	246	9	172	684	2446	2965	4.86e-117	420	4454	4739	66
631889	395942	54.846	423	180	5	245	659	946	1365	2.75e-107	388	4454	4739	66
631889	395942	41.822	538	276	9	172	687	3803	4325	3.97e-95	348	4454	4739	66
631889	395942	33.495	824	468	26	920	1695	2183	2974	2.81e-80	298	4454	4739	66
631889	365468	39.982	2226	1107	55	1166	3299	49	2137	0.0	993	4454	4176	68
631889	365468	47.943	559	258	14	119	662	1595	2135	1.54e-97	355	4454	4176	68
631889	365468	39.646	792	393	22	2558	3293	2430	3192	1.81e-94	345	4454	4176	68
631889	365468	49.797	492	192	12	2774	3247	45	499	2.36e-93	342	4454	4176	68
631889	365468	44.466	524	260	9	2507	3026	3665	4161	7.79e-88	323	4454	4176	68
631889	365468	47.023	487	211	10	172	636	64	525	1.77e-75	283	4454	4176	68
631889	365468	35.105	715	420	15	978	1664	1435	2133	9.93e-69	260	4454	4176	68
631889	365468	30.945	614	347	17	819	1409	3602	4161	2.02e-26	120	4454	4176	68
631889	365468	42.945	163	72	4	243	398	4013	4161	3.33e-24	113	4454	4176	68
631889	379370	41.733	1627	815	43	251	1801	339	1908	0.0	858	4454	2012	55
631889	379370	41.615	805	332	20	2506	3296	69	749	2.54e-114	408	4454	2012	55
631889	379370	37.257	824	449	20	2527	3315	1008	1798	6.06e-95	345	4454	2012	55
631889	379370	43.883	515	257	12	159	659	1281	1777	6.92e-81	299	4454	2012	55
631889	379370	33.247	773	387	24	912	1663	83	747	2.11e-64	245	4454	2012	55
631889	381273	37.392	2324	1125	63	1120	3291	1482	3627	0.0	842	4454	4135	67
631889	381273	42.050	1239	593	32	2181	3388	423	1567	3.34e-154	542	4454	4135	67
631889	381273	39.389	589	236	20	2768	3319	1526	2030	3.99e-73	275	4454	4135	67
631889	381273	42.935	552	205	21	170	687	1549	2024	5.72e-73	274	4454	4135	67
631889	381273	42.068	561	257	12	119	656	3112	3627	1.36e-71	270	4454	4135	67
631889	381273	42.105	608	297	17	119	712	979	1545	2.75e-68	259	4454	4135	67
631889	381273	32.867	715	407	17	982	1662	2954	3629	2.14e-56	219	4454	4135	67
631889	381273	37.192	691	346	23	1008	1661	849	1488	1.38e-52	207	4454	4135	67
631889	381273	50.575	174	56	3	437	610	1	144	3.78e-24	113	4454	4135	67
631889	381273	45.977	174	62	4	1448	1619	1	144	5.90e-20	99.4	4454	4135	67
631889	381273	42.424	198	57	7	3065	3253	1	150	2.33e-17	90.9	4454	4135	67
631889	370928	43.583	1418	671	35	1995	3319	985	2366	0.0	737	4454	2616	63
631889	370928	47.410	502	237	13	148	631	1825	2317	4.45e-93	340	4454	2616	63
631889	370928	35.963	862	474	25	899	1710	1556	2389	1.53e-76	286	4454	2616	63
631889	370928	50.781	384	166	7	295	663	277	652	5.18e-74	277	4454	2616	63
631889	370928	40.036	552	259	16	2788	3293	122	647	6.36e-69	260	4454	2616	63
631889	370928	39.152	613	296	25	1313	1876	280	864	2.38e-64	245	4454	2616	63
631889	395941	42.114	1192	577	28	2168	3319	11	1129	0.0	661	4454	1693	66
631889	395941	34.339	1392	782	42	920	2259	340	1651	5.27e-135	469	4454	1693	66
631889	395941	47.568	555	266	9	132	664	557	1108	1.50e-112	399	4454	1693	66
631889	378746	40.599	1303	683	27	1766	3034	1816	3061	0.0	643	4454	3088	65
631889	378746	49.618	393	120	8	273	660	1446	1765	2.11e-77	289	4454	3088	65
631889	378746	53.824	340	106	6	325	660	136	428	1.06e-64	247	4454	3088	65
631889	378746	37.770	601	282	18	1328	1910	122	648	5.68e-64	244	4454	3088	65
631889	378746	41.121	428	165	13	2870	3295	1423	1765	9.02e-57	221	4454	3088	65
631889	378746	48.680	341	146	5	2168	2501	899	1217	7.41e-56	218	4454	3088	65
631889	378746	43.011	372	156	9	2953	3320	136	455	1.42e-45	184	4454	3088	65
631889	378746	37.845	399	172	13	1275	1662	1430	1763	4.08e-44	179	4454	3088	65
631889	378746	44.361	266	122	9	152	406	2811	3061	1.31e-39	164	4454	3088	65
